"pokemon","subareaID","method","condition_type","condition_value","chance%","min_level","max_level"
"medicham","473","walk","item","soft sand","4","36","36"
"medicham","473","walk","item","tm41","4","36","36"
"medicham","473","walk","item","red shard","4","36","36"
"medicham","473","walk","item","revival herb","4","36","36"
"medicham","473","walk","item","tm71","4","36","36"
"medicham","473","walk","item","rabuta berry","4","36","36"
"medicham","473","walk","item","watmel berry","4","36","36"
"medicham","473","walk","item","escape rope","4","36","36"
"medicham","473","walk","item","x attack","4","36","36"
"medicham","473","walk","item","storage key","4","36","36"
"medicham","473","walk","radar","off ","1","36","36"
"medicham","473","walk","radar","off ","1","36","36"
"medicham","500","walk","radar","off ","10","35","35"
"medicham","500","walk","item","tm92","4","36","36"
"medicham","500","walk","item","dread plate","4","36","36"
"medicham","500","walk","item","icy rock","4","36","36"
"medicham","500","walk","item","tm63","4","36","36"
"medicham","500","walk","item","rose incense","4","36","36"
"medicham","500","walk","item","rose incense","4","36","36"
"medicham","500","walk","item","tm24","4","36","36"
"medicham","500","walk","item","auroraticket","4","36","36"
"medicham","500","walk","item","mind plate","4","36","36"
"medicham","500","walk","item","smooth rock","4","36","36"
"medicham","500","walk","radar","off ","1","36","36"
"medicham","500","walk","radar","off ","1","36","36"
"medicham","287","walk","","","10","40","40"
"medicham","288","walk","","","10","40","40"
"medicham","288","walk","","","4","42","42"
"medicham","288","walk","","","1","44","44"
"electrike","379","walk","weather","rain","20","7","7"
"electrike","379","walk","weather","snow","20","7","7"
"electrike","307","walk","","","20","12","12"
"electrike","307","walk","","","10","13","13"
"electrike","315","walk","","","20","24","24"
"electrike","315","walk","","","10","26","26"
"manectric","315","walk","","","10","26","26"
"plusle","182","walk","radio","hoenn ","10","2","2"
"plusle","182","walk","radio","hoenn ","10","3","3"
"plusle","186","walk","radio","hoenn ","10","6","6"
"plusle","186","walk","radio","hoenn ","10","7","7"
"plusle","179","walk","radio","hoenn ","10","10","10"
"plusle","179","walk","radio","hoenn ","10","10","10"
"plusle","189","walk","radio","hoenn ","10","12","12"
"plusle","189","walk","radio","hoenn ","10","12","12"
"plusle","190","walk","radio","hoenn ","10","13","13"
"plusle","190","walk","radio","hoenn ","10","15","15"
"plusle","191","walk","radio","hoenn ","10","16","16"
"plusle","191","walk","radio","hoenn ","10","16","16"
"plusle","192","walk","radio","hoenn ","10","16","16"
"plusle","192","walk","radio","hoenn ","10","17","17"
"plusle","199","walk","radio","hoenn ","10","3","3"
"plusle","199","walk","radio","hoenn ","10","2","2"
"plusle","203","walk","radio","hoenn ","10","20","20"
"plusle","203","walk","radio","hoenn ","10","21","21"
"plusle","16","walk","radio","hoenn ","10","2","2"
"plusle","16","walk","radio","hoenn ","10","2","2"
"plusle","27","walk","radio","hoenn ","10","3","3"
"plusle","27","walk","radio","hoenn ","10","3","3"
"plusle","37","walk","radio","hoenn ","10","5","5"
"plusle","37","walk","radio","hoenn ","10","5","5"
"plusle","41","walk","radio","hoenn ","10","13","13"
"plusle","41","walk","radio","hoenn ","10","13","13"
"plusle","43","walk","radio","hoenn ","10","17","17"
"plusle","43","walk","radio","hoenn ","10","17","17"
"plusle","44","walk","radio","hoenn ","10","17","17"
"plusle","44","walk","radio","hoenn ","10","19","19"
"plusle","18","walk","radio","hoenn ","10","14","14"
"plusle","18","walk","radio","hoenn ","10","15","15"
"plusle","21","walk","radio","hoenn ","10","23","23"
"plusle","21","walk","radio","hoenn ","10","23","23"
"plusle","22","walk","radio","hoenn ","10","23","23"
"plusle","22","walk","radio","hoenn ","10","23","23"
"plusle","23","walk","radio","hoenn ","10","26","26"
"plusle","23","walk","radio","hoenn ","10","27","27"
"plusle","24","walk","radio","hoenn ","10","28","28"
"plusle","24","walk","radio","hoenn ","10","27","27"
"plusle","25","walk","radio","hoenn ","10","26","26"
"plusle","25","walk","radio","hoenn ","10","27","27"
"plusle","28","walk","radio","hoenn ","10","3","3"
"plusle","28","walk","radio","hoenn ","10","3","3"
"plusle","307","walk","","","1","12","12"
"plusle","307","walk","","","1","13","13"
"minun","182","walk","radio","hoenn ","10","3","3"
"minun","182","walk","radio","hoenn ","10","3","3"
"minun","186","walk","radio","hoenn ","10","6","6"
"minun","186","walk","radio","hoenn ","10","6","6"
"minun","179","walk","radio","hoenn ","10","12","12"
"minun","179","walk","radio","hoenn ","10","12","12"
"minun","189","walk","radio","hoenn ","10","13","13"
"minun","189","walk","radio","hoenn ","10","13","13"
"minun","190","walk","radio","hoenn ","10","15","15"
"minun","190","walk","radio","hoenn ","10","15","15"
"minun","191","walk","radio","hoenn ","10","16","16"
"minun","191","walk","radio","hoenn ","10","16","16"
"minun","192","walk","radio","hoenn ","10","16","16"
"minun","192","walk","radio","hoenn ","10","16","16"
"minun","199","walk","radio","hoenn ","10","2","2"
"minun","199","walk","radio","hoenn ","10","2","2"
"minun","203","walk","radio","hoenn ","10","22","22"
"minun","203","walk","radio","hoenn ","10","24","24"
"minun","16","walk","radio","hoenn ","10","3","3"
"minun","16","walk","radio","hoenn ","10","3","3"
"minun","27","walk","radio","hoenn ","10","5","5"
"minun","27","walk","radio","hoenn ","10","5","5"
"minun","37","walk","radio","hoenn ","10","8","8"
"minun","37","walk","radio","hoenn ","10","8","8"
"minun","41","walk","radio","hoenn ","10","14","14"
"minun","41","walk","radio","hoenn ","10","14","14"
"minun","43","walk","radio","hoenn ","10","18","18"
"minun","43","walk","radio","hoenn ","10","18","18"
"minun","44","walk","radio","hoenn ","10","15","15"
"minun","44","walk","radio","hoenn ","10","15","15"
"minun","18","walk","radio","hoenn ","10","15","15"
"minun","18","walk","radio","hoenn ","10","15","15"
"minun","21","walk","radio","hoenn ","10","25","25"
"minun","21","walk","radio","hoenn ","10","25","25"
"minun","22","walk","radio","hoenn ","10","25","25"
"minun","22","walk","radio","hoenn ","10","25","25"
"minun","23","walk","radio","hoenn ","10","28","28"
"minun","23","walk","radio","hoenn ","10","28","28"
"minun","24","walk","radio","hoenn ","10","29","29"
"minun","24","walk","radio","hoenn ","10","29","29"
"minun","25","walk","radio","hoenn ","10","28","28"
"minun","25","walk","radio","hoenn ","10","28","28"
"minun","28","walk","radio","hoenn ","10","5","5"
"minun","28","walk","radio","hoenn ","10","5","5"
"minun","307","walk","","","10","13","13"
"minun","307","walk","","","5","13","13"
"volbeat","509","walk","","","5","50","50"
"volbeat","314","walk","","","1","13","13"
"illumise","509","walk","radar","off ","10","50","50"
"illumise","314","walk","","","5","13","13"
"illumise","314","walk","","","5","13","13"
"illumise","314","walk","","","4","14","14"
"illumise","314","walk","","","4","14","14"
"roselia","449","walk","","","20","16","16"
"roselia","449","walk","","","10","17","17"
"roselia","483","walk","radar","off ","10","19","19"
"roselia","483","walk","item","coupon 1","4","20","20"
"roselia","483","walk","item","loot sack","4","20","20"
"roselia","483","walk","item","hard stone","4","20","20"
"roselia","483","walk","item","tm16","4","20","20"
"roselia","483","walk","radar","off ","1","20","20"
"roselia","484","walk","weather","snow","20","19","19"
"roselia","484","walk","","","5","20","20"
"roselia","490","walk","radar","off ","10","20","20"
"roselia","490","walk","","","5","21","21"
"roselia","494","walk","radar","off ","10","16","16"
"roselia","494","walk","","","5","17","17"
"roselia","495","walk","time","morning ","10","19","19"
"roselia","495","walk","time","day ","10","19","19"
"roselia","495","walk","radar","off ","10","18","18"
"roselia","495","walk","","","5","20","20"
"roselia","503","walk","","","10","29","29"
"roselia","505","walk","radar","off ","10","52","52"
"roselia","505","walk","radar","off ","10","54","54"
"roselia","506","walk","","","5","51","51"
"roselia","509","walk","radar","off ","10","50","50"
"roselia","516","walk","radar","off ","10","49","49"
"roselia","314","walk","","","20","13","13"
"roselia","314","walk","","","10","14","14"
"gulpin","37","walk","weather","sunny","20","5","5"
"gulpin","37","walk","weather","rain","20","5","5"
"gulpin","307","walk","","","10","12","12"
"gulpin","307","walk","","","5","13","13"
"carvanha","395","super","","","40","15","20"
"carvanha","395","super","","","4","15","30"
"carvanha","395","super","","","1","15","30"
"carvanha","396","super","","","40","15","20"
"carvanha","396","super","","","4","15","30"
"carvanha","396","super","","","1","15","30"
"carvanha","397","super","","","40","15","20"
"carvanha","397","super","","","4","15","30"
"carvanha","397","super","","","1","15","30"
"carvanha","398","super","","","40","15","20"
"carvanha","398","super","","","4","15","30"
"carvanha","398","super","","","1","15","30"
"carvanha","399","super","","","40","30","40"
"carvanha","399","super","","","4","40","55"
"carvanha","399","super","","","1","40","55"
"carvanha","400","super","","","40","15","20"
"carvanha","400","super","","","4","15","30"
"carvanha","400","super","","","1","15","30"
"carvanha","315","good","","","20","10","30"
"carvanha","315","super","","","40","30","35"
"carvanha","315","super","","","15","20","25"
"carvanha","315","super","","","4","35","40"
"carvanha","315","super","","","1","40","45"
"carvanha","316","good","","","20","10","30"
"carvanha","316","super","","","40","25","30"
"carvanha","316","super","","","40","30","35"
"carvanha","316","super","","","15","20","25"
"carvanha","316","super","","","4","35","40"
"carvanha","316","super","","","1","40","45"
"sharpedo","496","super","","","15","40","55"
"sharpedo","504","super","","","15","40","55"
"sharpedo","255","super","","","40","30","35"
"sharpedo","300","super","","","40","30","35"
"sharpedo","315","super","","","40","30","35"
"sharpedo","320","super","","","40","30","35"
"sharpedo","322","super","","","40","30","35"
"sharpedo","324","super","","","40","30","35"
"sharpedo","325","super","","","40","30","35"
"sharpedo","327","super","","","40","30","35"
"sharpedo","329","super","","","40","30","35"
"sharpedo","330","super","","","40","30","35"
"sharpedo","331","super","","","40","30","35"
"sharpedo","332","super","","","40","30","35"
"sharpedo","333","super","","","40","30","35"
"sharpedo","334","super","","","40","30","35"
"sharpedo","342","super","","","40","30","35"
"wailmer","514","super","","","40","30","40"
"wailmer","516","super","","","40","30","40"
"wailmer","251","good","","","20","10","30"
"wailmer","251","super","","","40","25","30"
"wailmer","251","super","","","40","30","35"
"wailmer","251","super","","","15","20","25"
"wailmer","251","super","","","4","35","40"
"wailmer","251","super","","","1","40","45"
"wailmer","253","good","","","20","10","30"
"wailmer","253","super","","","40","25","30"
"wailmer","253","super","","","40","30","35"
"wailmer","253","super","","","4","35","40"
"wailmer","253","super","","","1","40","45"
"wailmer","255","good","","","20","10","30"
"wailmer","255","super","","","40","30","35"
"wailmer","255","super","","","15","25","30"
"wailmer","255","super","","","4","35","40"
"wailmer","255","super","","","1","40","45"
"wailmer","258","good","","","20","10","30"
"wailmer","258","super","","","40","30","35"
"wailmer","258","super","","","4","35","40"
"wailmer","258","super","","","1","40","45"
"wailmer","279","good","","","20","10","30"
"wailmer","279","super","","","40","25","30"
"wailmer","279","super","","","40","30","35"
"wailmer","279","super","","","15","20","25"
"wailmer","279","super","","","4","35","40"
"wailmer","279","super","","","1","40","45"
"wailmer","289","good","","","20","10","30"
"wailmer","289","super","","","40","25","30"
"wailmer","289","super","","","40","30","35"
"wailmer","289","super","","","15","20","25"
"wailmer","289","super","","","4","35","40"
"wailmer","289","super","","","1","40","45"
"wailmer","300","good","","","20","10","30"
"wailmer","300","super","","","40","30","35"
"wailmer","300","super","","","15","25","30"
"wailmer","300","super","","","4","35","40"
"wailmer","300","super","","","1","40","45"
"wailmer","302","good","","","20","10","30"
"wailmer","302","super","","","40","25","30"
"wailmer","302","super","","","40","30","35"
"wailmer","302","super","","","15","20","25"
"wailmer","302","super","","","4","35","40"
"wailmer","302","super","","","1","40","45"
"wailmer","303","good","","","20","10","30"
"wailmer","303","super","","","40","25","30"
"wailmer","303","super","","","40","30","35"
"wailmer","303","super","","","15","20","25"
"wailmer","303","super","","","4","35","40"
"wailmer","303","super","","","1","40","45"
"wailmer","304","good","","","20","10","30"
"wailmer","304","super","","","40","25","30"
"wailmer","304","super","","","40","30","35"
"wailmer","304","super","","","15","20","25"
"wailmer","304","super","","","4","35","40"
"wailmer","304","super","","","1","40","45"
"wailmer","305","good","","","20","10","30"
"wailmer","305","super","","","40","25","30"
"wailmer","305","super","","","40","30","35"
"wailmer","305","super","","","15","20","25"
"wailmer","305","super","","","4","35","40"
"wailmer","305","super","","","1","40","45"
"wailmer","306","good","","","20","10","30"
"wailmer","306","super","","","40","25","30"
"wailmer","306","super","","","40","30","35"
"wailmer","306","super","","","15","20","25"
"wailmer","306","super","","","4","35","40"
"wailmer","306","super","","","1","40","45"
"wailmer","307","good","","","20","10","30"
"wailmer","307","super","","","40","25","30"
"wailmer","307","super","","","40","30","35"
"wailmer","307","super","","","15","20","25"
"wailmer","307","super","","","4","35","40"
"wailmer","307","super","","","1","40","45"
"wailmer","312","good","","","20","10","30"
"wailmer","312","super","","","40","25","30"
"wailmer","312","super","","","40","30","35"
"wailmer","312","super","","","15","20","25"
"wailmer","312","super","","","4","35","40"
"wailmer","312","super","","","1","40","45"
"wailmer","319","good","","","20","10","30"
"wailmer","319","super","","","40","25","30"
"wailmer","319","super","","","40","30","35"
